"Reef","Site","Plot","Habitat","Cluster","Class","Area","Area_cm2"
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Atab",0.017454123,174.54123
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Pmas",0.045180024,451.80024
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Atab",0.024842044,248.42044
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Pmas",0.014096331,140.96331
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Atab",0.021027614,210.27614
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Pmas",0.057426894,574.26894
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Pmas",0.009490698,94.90698
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Pmas",0.050571888,505.71888
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Pmas",0.063634384,636.34384
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Atab",0.016758123,167.58123
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Atab",0.144428659,1444.28659
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Atab",0.039215339,392.15339
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Pmas",0.011431462,114.31462
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Atab",0.105865229,1058.65229
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Atab",0.016031491,160.31491
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Atab",0.051416879,514.16879
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Atab",0.460492077,4604.92077
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Atab",0.213157595,2131.57595
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Atab",0.038521821,385.21821
"OSHE","OSHE_BA1D","OSHE_BA1D_P1","BA_D","Offshore South","Spis",0.040417515,404.17515
"OSHE","OSHE_BA1D","OSHE_BA1D_P2","BA_D","Offshore South","Pmas",0.099308178,993.08178
"OSHE","OSHE_BA1D","OSHE_BA1D_P2","BA_D","Offshore South","Atab",0.012175583,121.75583
"OSHE","OSHE_BA1D","OSHE_BA1D_P2","BA_D","Offshore South","Pmas",0.509746433,5097.46433
"OSHE","OSHE_BA1D","OSHE_BA1D_P2","BA_D","Offshore South","Pdam",0.012706663,127.06663
"OSHE","OSHE_BA1D","OSHE_BA1D_P2","BA_D","Offshore South","Atab",0.077921822,779.21822
"OSHE","OSHE_BA1D","OSHE_BA1D_P2","BA_D","Offshore South","Pmas",0.021091447,210.91447
"OSHE","OSHE_BA1D","OSHE_BA1D_P2","BA_D","Offshore South","Atab",0.028660972,286.60972
"OSHE","OSHE_BA1D","OSHE_BA1D_P2","BA_D","Offshore South","Atab",0.052822867,528.22867
"OSHE","OSHE_BA1D","OSHE_BA1D_P2","BA_D","Offshore South","Atab",0.015417321,154.17321
"OSHE","OSHE_BA1D","OSHE_BA1D_P2","BA_D","Offshore South","Atab",0.205240178,2052.40178
"OSHE","OSHE_BA1D","OSHE_BA1D_P2","BA_D","Offshore South","Atab",0.328784912,3287.84912
"OSHE","OSHE_BA1D","OSHE_BA1D_P3","BA_D","Offshore South","Atab",0.010390926,103.90926
"OSHE","OSHE_BA1D","OSHE_BA1D_P3","BA_D","Offshore South","Atab",0.020772465,207.72465
"OSHE","OSHE_BA1D","OSHE_BA1D_P3","BA_D","Offshore South","Atab",0.008798509,87.98509
"OSHE","OSHE_BA1D","OSHE_BA1D_P3","BA_D","Offshore South","Pdam",0.014624748,146.24748
"OSHE","OSHE_BA1D","OSHE_BA1D_P4","BA_D","Offshore South","Pmas",0.040605574,406.05574
"OSHE","OSHE_BA1D","OSHE_BA1D_P4","BA_D","Offshore South","Atab",0.013020953,130.20953
"OSHE","OSHE_BA1D","OSHE_BA1D_P4","BA_D","Offshore South","Atab",0.011056038,110.56038
"OSHE","OSHE_BA1D","OSHE_BA1D_P4","BA_D","Offshore South","Atab",0.016329852,163.29852
"OSHE","OSHE_BA1D","OSHE_BA1D_P4","BA_D","Offshore South","Atab",0.011408764,114.08764
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.124837089,1248.37089
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.72637994,7263.7994
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.719509446,7195.09446
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.788816865,7888.16865
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.085919592,859.19592
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.19739525,1973.9525
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.832523885,8325.23885
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.096545776,965.45776
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.029613322,296.13322
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.593617285,5936.17285
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.130935965,1309.35965
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.018735949,187.35949
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.247450248,2474.50248
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.417041749,4170.41749
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.17220134,1722.0134
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.155113166,1551.13166
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.290925731,2909.25731
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.501846662,5018.46662
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.162859863,1628.59863
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.042497486,424.97486
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.204669363,2046.69363
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.257895816,2578.95816
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.294835998,2948.35998
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.075219279,752.19279
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.319709666,3197.09666
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.076084088,760.84088
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.320352667,3203.52667
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.220027357,2200.27357
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.435506751,4355.06751
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.271263754,2712.63754
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.140132487,1401.32487
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.381236291,3812.36291
"OSHE","OSHE_BA1S","OSHE_BA1S_P1","BA_S","Offshore South","Atab",0.36842396,3684.2396
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.402641941,4026.41941
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.070303288,703.03288
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.147619747,1476.19747
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Amil",0.023731982,237.31982
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.324214916,3242.14916
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.351578115,3515.78115
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.008358735,83.58735
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.420291673,4202.91673
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.368405922,3684.05922
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.024413044,244.13044
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.560987769,5609.87769
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.062884428,628.84428
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.070849406,708.49406
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.333924889,3339.24889
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.035655483,356.55483
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.634581768,6345.81768
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.065226584,652.26584
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.28152989,2815.2989
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.12026021,1202.6021
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.4222505,4222.505
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.24573443,2457.3443
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.269037179,2690.37179
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.574335371,5743.35371
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.132409755,1324.09755
"OSHE","OSHE_BA1S","OSHE_BA1S_P2","BA_S","Offshore South","Atab",0.194839855,1948.39855
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.012708689,127.08689
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.01188792,118.8792
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.278179343,2781.79343
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.025574094,255.74094
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.024884457,248.84457
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.207172368,2071.72368
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.173333429,1733.33429
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.194150456,1941.50456
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.305319516,3053.19516
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.116019684,1160.19684
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.02004313,200.4313
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.023894447,238.94447
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.101292265,1012.92265
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.37774748,3777.4748
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.246322413,2463.22413
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.092569183,925.69183
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.086522117,865.22117
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.69587603,6958.7603
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.264354135,2643.54135
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",1.227443373,12274.43373
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.564682995,5646.82995
"OSHE","OSHE_BA1S","OSHE_BA1S_P3","BA_S","Offshore South","Atab",0.062600335,626.00335
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.193210688,1932.10688
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.236518829,2365.18829
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.022421498,224.21498
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.411320976,4113.20976
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.281539791,2815.39791
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.101265081,1012.65081
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.079918032,799.18032
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.098553157,985.53157
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.209096591,2090.96591
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.399317506,3993.17506
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.286732228,2867.32228
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.466234114,4662.34114
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.099555649,995.55649
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.185622559,1856.22559
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.058188649,581.88649
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.056701609,567.01609
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.284348515,2843.48515
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.507389051,5073.89051
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.017153402,171.53402
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.222469011,2224.69011
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.649154788,6491.54788
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.09433888,943.3888
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.445180942,4451.80942
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.06350575,635.0575
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.393114271,3931.14271
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.009791128,97.91128
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Pdam",0.008388654,83.88654
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.260630372,2606.30372
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.131420281,1314.20281
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.029210198,292.10198
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.008300705,83.00705
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Pdam",0.025510189,255.10189
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.146479618,1464.79618
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.144185454,1441.85454
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.18019485,1801.9485
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.0413102,413.102
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.047707201,477.07201
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.34923724,3492.3724
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.050404759,504.04759
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.049776904,497.76904
"OSHE","OSHE_BA1S","OSHE_BA1S_P4","BA_S","Offshore South","Atab",0.622812947,6228.12947
"OSHE","OSHE_BA2D","OSHE_BA2D_P1","BA_D","Offshore South","Spis",0.019747123,197.47123
"OSHE","OSHE_BA2D","OSHE_BA2D_P1","BA_D","Offshore South","Spis",0.022308177,223.08177
"OSHE","OSHE_BA2D","OSHE_BA2D_P1","BA_D","Offshore South","Atab",0.040232059,402.32059
"OSHE","OSHE_BA2D","OSHE_BA2D_P1","BA_D","Offshore South","Atab",0.0287419,287.419
"OSHE","OSHE_BA2D","OSHE_BA2D_P1","BA_D","Offshore South","Atab",0.016785708,167.85708
"OSHE","OSHE_BA2D","OSHE_BA2D_P1","BA_D","Offshore South","Atab",0.04234076,423.4076
"OSHE","OSHE_BA2D","OSHE_BA2D_P1","BA_D","Offshore South","Spis",0.010313067,103.13067
"OSHE","OSHE_BA2D","OSHE_BA2D_P1","BA_D","Offshore South","Atab",0.021715368,217.15368
"OSHE","OSHE_BA2D","OSHE_BA2D_P1","BA_D","Offshore South","Atab",0.014461438,144.61438
"OSHE","OSHE_BA2D","OSHE_BA2D_P1","BA_D","Offshore South","Atab",0.020844601,208.44601
"OSHE","OSHE_BA2D","OSHE_BA2D_P1","BA_D","Offshore South","Spis",0.029390918,293.90918
"OSHE","OSHE_BA2D","OSHE_BA2D_P2","BA_D","Offshore South","Atab",0.029275568,292.75568
"OSHE","OSHE_BA2D","OSHE_BA2D_P2","BA_D","Offshore South","Spis",0.024567748,245.67748
"OSHE","OSHE_BA2D","OSHE_BA2D_P2","BA_D","Offshore South","Atab",0.021813498,218.13498
"OSHE","OSHE_BA2D","OSHE_BA2D_P3","BA_D","Offshore South","Atab",0.048830416,488.30416
"OSHE","OSHE_BA2D","OSHE_BA2D_P4","BA_D","Offshore South","Atab",0.012671905,126.71905
"OSHE","OSHE_BA2D","OSHE_BA2D_P4","BA_D","Offshore South","Spis",0.033529406,335.29406
"OSHE","OSHE_BA2D","OSHE_BA2D_P4","BA_D","Offshore South","Pmas",1.172897743,11728.97743
"OSHE","OSHE_BA2D","OSHE_BA2D_P4","BA_D","Offshore South","Atab",0.088827023,888.27023
"OSHE","OSHE_BA2D","OSHE_BA2D_P4","BA_D","Offshore South","Atab",0.038584926,385.84926
"OSHE","OSHE_BA2D","OSHE_BA2D_P4","BA_D","Offshore South","Atab",0.062270858,622.70858
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.600112136,6001.12136
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.269335271,2693.35271
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.069277766,692.77766
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.049047465,490.47465
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.592686295,5926.86295
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.239116006,2391.16006
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.062872539,628.72539
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.379182014,3791.82014
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.462979688,4629.79688
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.162119498,1621.19498
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.04623587,462.3587
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.127322182,1273.22182
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.025415135,254.15135
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.136684488,1366.84488
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.06881036,688.1036
"OSHE","OSHE_BA2S","OSHE_BA2S_P1","BA_S","Offshore South","Atab",0.158809431,1588.09431
"OSHE","OSHE_BA2S","OSHE_BA2S_P2","BA_S","Offshore South","Atab",0.068042359,680.42359
"OSHE","OSHE_BA2S","OSHE_BA2S_P2","BA_S","Offshore South","Atab",0.348330151,3483.30151
"OSHE","OSHE_BA2S","OSHE_BA2S_P2","BA_S","Offshore South","Atab",0.089141995,891.41995
"OSHE","OSHE_BA2S","OSHE_BA2S_P2","BA_S","Offshore South","Atab",0.264179269,2641.79269
"OSHE","OSHE_BA2S","OSHE_BA2S_P2","BA_S","Offshore South","Atab",0.05303384,530.3384
"OSHE","OSHE_BA2S","OSHE_BA2S_P2","BA_S","Offshore South","Atab",0.711488814,7114.88814
"OSHE","OSHE_BA2S","OSHE_BA2S_P2","BA_S","Offshore South","Atab",0.103961574,1039.61574
"OSHE","OSHE_BA2S","OSHE_BA2S_P2","BA_S","Offshore South","Atab",0.153324447,1533.24447
"OSHE","OSHE_BA2S","OSHE_BA2S_P2","BA_S","Offshore South","Atab",0.025172002,251.72002
"OSHE","OSHE_BA2S","OSHE_BA2S_P2","BA_S","Offshore South","Atab",0.078162954,781.62954
"OSHE","OSHE_BA2S","OSHE_BA2S_P2","BA_S","Offshore South","Pmas",0.02793204,279.3204
"OSHE","OSHE_BA2S","OSHE_BA2S_P2","BA_S","Offshore South","Atab",0.193487567,1934.87567
"OSHE","OSHE_BA2S","OSHE_BA2S_P2","BA_S","Offshore South","Atab",0.580501915,5805.01915
"OSHE","OSHE_BA2S","OSHE_BA2S_P2","BA_S","Offshore South","Atab",0.81580234,8158.0234
"OSHE","OSHE_BA2S","OSHE_BA2S_P3","BA_S","Offshore South","Atab",0.264217446,2642.17446
"OSHE","OSHE_BA2S","OSHE_BA2S_P3","BA_S","Offshore South","Atab",0.053528705,535.28705
"OSHE","OSHE_BA2S","OSHE_BA2S_P3","BA_S","Offshore South","Atab",0.159773397,1597.73397
"OSHE","OSHE_BA2S","OSHE_BA2S_P3","BA_S","Offshore South","Atab",0.153402504,1534.02504
"OSHE","OSHE_BA2S","OSHE_BA2S_P3","BA_S","Offshore South","Atab",0.145768001,1457.68001
"OSHE","OSHE_BA2S","OSHE_BA2S_P3","BA_S","Offshore South","Atab",0.039990423,399.90423
"OSHE","OSHE_BA2S","OSHE_BA2S_P3","BA_S","Offshore South","Atab",0.141632881,1416.32881
"OSHE","OSHE_BA2S","OSHE_BA2S_P3","BA_S","Offshore South","Atab",0.047240586,472.40586
"OSHE","OSHE_BA2S","OSHE_BA2S_P3","BA_S","Offshore South","Atab",0.443332348,4433.32348
"OSHE","OSHE_BA2S","OSHE_BA2S_P3","BA_S","Offshore South","Atab",0.219718023,2197.18023
"OSHE","OSHE_BA2S","OSHE_BA2S_P3","BA_S","Offshore South","Atab",0.117721178,1177.21178
"OSHE","OSHE_BA2S","OSHE_BA2S_P3","BA_S","Offshore South","Atab",0.040761774,407.61774
"OSHE","OSHE_BA2S","OSHE_BA2S_P3","BA_S","Offshore South","Pmas",0.036117819,361.17819
"OSHE","OSHE_BA2S","OSHE_BA2S_P3","BA_S","Offshore South","Spis",0.078293704,782.93704
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.008582978,85.82978
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.009481572,94.81572
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.007952143,79.52143
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.083319317,833.19317
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.147534221,1475.34221
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.569967166,5699.67166
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.128794747,1287.94747
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.139024903,1390.24903
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.243632232,2436.32232
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.018573526,185.73526
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.111315933,1113.15933
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.028197617,281.97617
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.031839697,318.39697
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.016882551,168.82551
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.273710546,2737.10546
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.022039188,220.39188
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.078419646,784.19646
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.062830025,628.30025
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.012505494,125.05494
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.018629268,186.29268
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Atab",0.044165619,441.65619
"OSHE","OSHE_BA2S","OSHE_BA2S_P4","BA_S","Offshore South","Spis",0.016223391,162.23391
"OSHE","OSHE_FL1S","OSHE_FL1S_P1","FL_S","Offshore South","Atab",0.045481387,454.81387
"OSHE","OSHE_FL1S","OSHE_FL1S_P1","FL_S","Offshore South","Atab",0.118223925,1182.23925
"OSHE","OSHE_FL1S","OSHE_FL1S_P1","FL_S","Offshore South","Atab",0.254659249,2546.59249
